Vehicle,ID,Time,Start Direction,End Direction,Movement,Vehicle Turn Movement,Valid,Direction Detected,Notes
Car,4645,4:22,E,W,T,WBT,Yes,E->W,
Car,4651,4:22,E,W,T,WBT,Yes,E->W,
Car,4657,4:22,E,W,T,WBT,No,W->W ,Detected in middle of intersection
Car,4654,4:22,W,E,T,EBT,Yes,W->E,
Car,4660,4:22,E,W,T,WBT,Yes,E->W,
Car,4663,4:22,W,E,T,EBT,Yes,W->E,
Car,4665,4:22,E,W,T,WBT,Yes,E->W,
Car,4669,4:22,E,W,T,WBT,Yes,E->W,
Car,4661,4:22,N,W,R,SBR,Yes,N->W,
Car,4667,4:22,W,E,T,EBT,Yes,W->E,
Car,4677,4:23,W,E,T,EBT,Yes,W->E,
Car,4675,4:23,E,W,T,WBT,No,W->W ,Detected in middle of intersection
Bus,4683,4:23,E,W,T,WBT,No,E->E,
Car,4673/4677,4:23,W,E,T,EBT,Undetected,,Changed IDs in middle of intersection
Car,4682/4685,4:23,W,E,T,EBT,Undetected,,Bus blocked ID
Car,4689,4:23,E,W,T,WBT,Yes,E->W,
Car,4690,4:23,W,N,L,EBL,Yes,W->N,
Car,4696,4:23,E,W,T,WBT,Yes,E->W,
Car,4700,4:23,W,E,T,EBT,Yes,W->E,
Car,4704,4:23,E,W,T,WBT,Yes,E->W,
Car,4698,4:23,N,W,R,SBR,Yes,N->W,
Bus,4709,4:23,S,W,L,NBL,No,S->S,Changed IDs in middle of intersection
Car,4723,4:23,N,W,R,SBR,Yes,N->W,
